pSymbol,pGroup,pExchSeg,pInstType,pSymbolName,pTrdSymbol,pOptionType,pScripRefKey,pISIN,pAssetCode,pSubGroup,pCombinedSymbol,pDesc,pAmcCode,pContractId,dTickSize ,lLotSize,lExpiryDate ,lMultiplier ,lPrecision,dStrikePrice;,pExchange,pInstName,pExpiryDate,pIssueDate,pMaturityDate,pListingDate,pNoDelStartDate,pNoDelEndDate,pBookClsStartDate,pBookClsEndDate,pRecordDate,pCreditRating,pReAdminDate,pExpulsionDate,pLocalUpdateTime,pDeliveryUnits,pPriceUnits,pLastTradingDate,pTenderPeridEndDate,pTenderPeridStartDate,pSellVarMargin,pBuyVarMargin,pInstrumentInfo,pRemarksText,pSegment,pNav,pNavDate,pMfAmt,pSipSecurity,pFaceValue,pTrdUnits,pExerciseStartDate,pExerciseEndDate,pElmMargin,pVarMargin,pTotProposedLimitValue,pScripBasePrice,pSettlementType,pCurrectionTime,iPermittedToTrade,iBoardLotQty ,iMaxOrderSize ,iLotSize,dOpenInterest ,dHighPriceRange ,dLowPriceRange ,dPriceNum   ,dGenDen,dGenNum,dPriceQuatation ,dIssuerate ,dPriceDen,dWarningQty ,dIssueCapital ,dExposureMargin ,dMinRedemptionQty ,lFreezeQty
1100288,,bse_fo,SO,MARICO,MARICO26MAY695CE,CE,MARICO27MAY26695.00CE,,531642,,,MARICO26MAY695CE,,,5,1200,1779906599,1,2,69500,BSE,SO,1779906599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1779840000,1779840000,,,,,Physical,,0,1,0.00,1200,0,17980,9475,1,1,1,0,0,1,0,-1,1,0,48000
1100306,,bse_fo,SO,BEL,BEL26MAY385PE,PE,BEL27MAY26385.00PE,,500049,,,BEL26MAY385PE,,,5,1425,1779906599,1,2,38500,BSE,SO,1779906599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1779840000,1779840000,,,,,Physical,,0,1,0.00,1425,0,2115,5,1,1,1,0,0,1,0,-1,1,0,228000
1100332,,bse_fo,SO,JIOFIN,JIOFIN26MAY210PE,PE,JIOFIN27MAY26210.00PE,,543940,,,JIOFIN26MAY210PE,,,5,2350,1779906599,1,2,21000,BSE,SO,1779906599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1779840000,1779840000,,,,,Physical,,0,1,0.00,2350,0,2025,5,1,1,1,0,0,1,0,-1,1,0,100000000
1100336,,bse_fo,SO,ITC,ITC26MAY275PE,PE,ITC27MAY26275.00PE,,500875,,,ITC26MAY275PE,,,5,1600,1779906599,1,2,27500,BSE,SO,1779906599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1779840000,1779840000,,,,,Physical,,0,1,0.00,1600,0,2015,5,1,1,1,0,0,1,0,-1,1,0,64000
1100344,,bse_fo,SO,MCX,MCX26MAY1600PE,PE,MCX27MAY261600.00PE,,534091,,,MCX26MAY1600PE,,,5,625,1779906599,1,2,160000,BSE,SO,1779906599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1779840000,1779840000,,,,,Physical,,0,1,0.00,625,0,295,5,1,1,1,0,0,1,0,-1,1,0,16000
1100352,,bse_fo,SO,VBL,VBL26MAY355PE,PE,VBL27MAY26355.00PE,,540180,,,VBL26MAY355PE,,,5,1125,1779906599,1,2,35500,BSE,SO,1779906599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1779840000,1779840000,,,,,Physical,,0,1,0.00,1125,0,295,5,1,1,1,0,0,1,0,-1,1,0,100000000
1100355,,bse_fo,IO,BANKEX,BANKEX26MAY50900PE,PE,BANKEX27MAY2650900.00PE,,12,,,BANKEX26MAY50900PE,,,5,30,1779906599,1,2,5.09e+06,BSE,IO,1779906599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1779840000,1779840000,,,,,Cash,,0,1,0.00,30,0,2005,5,1,1,1,0,0,1,0,-1,1,0,900
1100360,,bse_fo,SO,GODREJPROP,GODREJPROP26MAY1380PE,PE,GODREJPROP27MAY261380.00PE,,533150,,,GODREJPROP26MAY1380PE,,,5,275,1779906599,1,2,138000,BSE,SO,1779906599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1779840000,1779840000,,,,,Physical,,0,1,0.00,275,0,2005,5,1,1,1,0,0,1,0,-1,1,0,19000
1100365,,bse_fo,SO,MARUTI,MARUTI26MAY11700CE,CE,MARUTI27MAY2611700.00CE,,532500,,,MARUTI26MAY11700CE,,,5,50,1779906599,1,2,1.17e+06,BSE,SO,1779906599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1779840000,1779840000,,,,,Physical,,0,1,0.00,50,0,204940,49120,1,1,1,0,0,1,0,-1,1,0,3000
1100437,,bse_fo,SO,POLYCAB,POLYCAB26MAY6100CE,CE,POLYCAB27MAY266100.00CE,,542652,,,POLYCAB26MAY6100CE,,,5,125,1779906599,1,2,610000,BSE,SO,1779906599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1779840000,1779840000,,,,,Physical,,0,1,0.00,125,0,386630,227335,1,1,1,0,0,1,0,-1,1,0,9000
1100439,,bse_fo,SO,MOTHERSON,MOTHERSON26MAY103CE,CE,MOTHERSON27MAY26103.00CE,,517334,,,MOTHERSON26MAY103CE,,,5,6150,1779906599,1,2,10300,BSE,SO,1779906599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1779840000,1779840000,,,,,Physical,,0,1,0.00,6150,0,4860,860,1,1,1,0,0,1,0,-1,1,0,284000
1100464,,bse_fo,SO,LICHSGFIN,LICHSGFIN26MAY440CE,CE,LICHSGFIN27MAY26440.00CE,,500253,,,LICHSGFIN26MAY440CE,,,5,1000,1779906599,1,2,44000,BSE,SO,1779906599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1779840000,1779840000,,,,,Physical,,0,1,0.00,1000,0,14240,6460,1,1,1,0,0,1,0,-1,1,0,60000
1100468,,bse_fo,IO,SENSEX,SENSEX28JUN68000PE,PE,SENSEX29JUN2868000.00PE,,1,,,SENSEX28JUN68000PE,,,5,20,1845916199,1,2,6.8e+06,BSE,IO,1845916199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1845849600,1845849600,,,,,Cash,,0,1,0.00,20,0,253210,204190,1,1,1,0,0,1,0,-1,1,0,1000
1100537,,bse_fo,SO,IDFCFIRSTB,IDFCFIRSTB26MAY54PE,PE,IDFCFIRSTB27MAY2654.00PE,,539437,,,IDFCFIRSTB26MAY54PE,,,5,9275,1779906599,1,2,5400,BSE,SO,1779906599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1779840000,1779840000,,,,,Physical,,0,1,0.00,9275,0,2000,5,1,1,1,0,0,1,0,-1,1,0,450000
1100546,,bse_fo,SO,FORTIS,FORTIS26MAY730PE,PE,FORTIS27MAY26730.00PE,,532843,,,FORTIS26MAY730PE,,,5,775,1779906599,1,2,73000,BSE,SO,1779906599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1779840000,1779840000,,,,,Physical,,0,1,0.00,775,0,2005,5,1,1,1,0,0,1,0,-1,1,0,100000000
1100550,,bse_fo,SO,LODHA,LODHA26MAY700CE,CE,LODHA27MAY26700.00CE,,543287,,,LODHA26MAY700CE,,,5,450,1779906599,1,2,70000,BSE,SO,1779906599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1779840000,1779840000,,,,,Physical,,0,1,0.00,450,0,28325,10275,1,1,1,0,0,1,0,-1,1,0,100000000
1100556,,bse_fo,SO,ULTRACEMCO,ULTRACEMCO26MAY9700CE,CE,ULTRACEMCO27MAY269700.00CE,,532538,,,ULTRACEMCO26MAY9700CE,,,5,50,1779906599,1,2,970000,BSE,SO,1779906599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1779840000,1779840000,,,,,Physical,,0,1,0.00,50,0,238755,97180,1,1,1,0,0,1,0,-1,1,0,3000
1100596,,bse_fo,SO,ITC,ITC26MAY277.5CE,CE,ITC27MAY26277.50CE,,500875,,,ITC26MAY277.5CE,,,5,1600,1779906599,1,2,27750,BSE,SO,1779906599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1779840000,1779840000,,,,,Physical,,0,1,0.00,1600,0,5485,1485,1,1,1,0,0,1,0,-1,1,0,64000
1100597,,bse_fo,SO,MUTHOOTFIN,MUTHOOTFIN26MAY2750PE,PE,MUTHOOTFIN27MAY262750.00PE,,533398,,,MUTHOOTFIN26MAY2750PE,,,5,275,1779906599,1,2,275000,BSE,SO,1779906599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1779840000,1779840000,,,,,Physical,,0,1,0.00,275,0,2010,5,1,1,1,0,0,1,0,-1,1,0,22000
1100627,,bse_fo,SO,BLUESTARCO,BLUESTARCO26MAY1520CE,CE,BLUESTARCO27MAY261520.00CE,,500067,,,BLUESTARCO26MAY1520CE,,,5,325,1779906599,1,2,152000,BSE,SO,1779906599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1779840000,1779840000,,,,,Physical,,0,1,0.00,325,0,30635,2290,1,1,1,0,0,1,0,-1,1,0,100000000
1100647,,bse_fo,SO,ADANIGREEN,ADANIGREEN26MAY760CE,CE,ADANIGREEN27MAY26760.00CE,,541450,,,ADANIGREEN26MAY760CE,,,5,600,1779906599,1,2,76000,BSE,SO,1779906599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1779840000,1779840000,,,,,Physical,,0,1,0.00,600,0,78645,45085,1,1,1,0,0,1,0,-1,1,0,100000000
1100656,,bse_fo,SO,HDFCBANK,HDFCBANK26MAY725PE,PE,HDFCBANK27MAY26725.00PE,,500180,,,HDFCBANK26MAY725PE,,,5,550,1779906599,1,2,72500,BSE,SO,1779906599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1779840000,1779840000,,,,,Physical,,0,1,0.00,550,0,2175,5,1,1,1,0,0,1,0,-1,1,0,16500
1100683,,bse_fo,SO,GAIL,GAIL26MAY132CE,CE,GAIL27MAY26132.00CE,,532155,,,GAIL26MAY132CE,,,5,3150,1779906599,1,2,13200,BSE,SO,1779906599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1779840000,1779840000,,,,,Physical,,0,1,0.00,3150,0,4425,425,1,1,1,0,0,1,0,-1,1,0,274500
1100717,,bse_fo,SO,DABUR,DABUR26MAY390PE,PE,DABUR27MAY26390.00PE,,500096,,,DABUR26MAY390PE,,,5,1250,1779906599,1,2,39000,BSE,SO,1779906599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1779840000,1779840000,,,,,Physical,,0,1,0.00,1250,0,2005,5,1,1,1,0,0,1,0,-1,1,0,50000
1100730,,bse_fo,SO,PNB,PNB26MAY99PE,PE,PNB27MAY2699.00PE,,532461,,,PNB26MAY99PE,,,5,8000,1779906599,1,2,9900,BSE,SO,1779906599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1779840000,1779840000,,,,,Physical,,0,1,0.00,8000,0,2085,5,1,1,1,0,0,1,0,-1,1,0,480000
1100738,,bse_fo,SO,GMRAIRPORT,GMRAIRPORT26MAY78PE,PE,GMRAIRPORT27MAY2678.00PE,,532754,,,GMRAIRPORT26MAY78PE,,,5,6975,1779906599,1,2,7800,BSE,SO,1779906599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1779840000,1779840000,,,,,Physical,,0,1,0.00,6975,0,2000,5,1,1,1,0,0,1,0,-1,1,0,675000
1100740,,bse_fo,SO,ALKEM,ALKEM26MAY4800CE,CE,ALKEM27MAY264800.00CE,,539523,,,ALKEM26MAY4800CE,,,5,125,1779906599,1,2,480000,BSE,SO,1779906599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1779840000,1779840000,,,,,Physical,,0,1,0.00,125,0,100620,34530,1,1,1,0,0,1,0,-1,1,0,8000
1100752,,bse_fo,SO,SWIGGY,SWIGGY26MAY240CE,CE,SWIGGY27MAY26240.00CE,,544285,,,SWIGGY26MAY240CE,,,5,1300,1779906599,1,2,24000,BSE,SO,1779906599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1779840000,1779840000,,,,,Physical,,0,1,0.00,1300,0,4375,5,1,1,1,0,0,1,0,-1,1,0,100000000
1100778,,bse_fo,SO,UNIONBANK,UNIONBANK26MAY150PE,PE,UNIONBANK27MAY26150.00PE,,532477,,,UNIONBANK26MAY150PE,,,5,4425,1779906599,1,2,15000,BSE,SO,1779906599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1779840000,1779840000,,,,,Physical,,0,1,0.00,4425,0,2050,5,1,1,1,0,0,1,0,-1,1,0,100000000
1100784,,bse_fo,SO,NMDC,NMDC26MAY68CE,CE,NMDC27MAY2668.00CE,,526371,,,NMDC26MAY68CE,,,5,6750,1779906599,1,2,6800,BSE,SO,1779906599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1779840000,1779840000,,,,,Physical,,0,1,0.00,6750,0,4110,110,1,1,1,0,0,1,0,-1,1,0,225000
1100797,,bse_fo,SO,NESTLEIND,NESTLEIND26MAY1100CE,CE,NESTLEIND27MAY261100.00CE,,500790,,,NESTLEIND26MAY1100CE,,,5,500,1779906599,1,2,110000,BSE,SO,1779906599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1779840000,1779840000,,,,,Physical,,0,1,0.00,500,0,40660,25880,1,1,1,0,0,1,0,-1,1,0,1200
1100839,,bse_fo,SO,NYKAA,NYKAA26MAY217.5PE,PE,NYKAA27MAY26217.50PE,,543384,,,NYKAA26MAY217.5PE,,,5,3125,1779906599,1,2,21750,BSE,SO,1779906599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1779840000,1779840000,,,,,Physical,,0,1,0.00,3125,0,2005,5,1,1,1,0,0,1,0,-1,1,0,100000000
1104383,,bse_fo,IO,BANKEX,BANKEX26JUN58700PE,PE,BANKEX25JUN2658700.00PE,,12,,,BANKEX26JUN58700PE,,,5,30,1782412199,1,2,5.87e+06,BSE,IO,1782412199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1782345600,1782345600,,,,,Cash,,0,1,0.00,30,0,154790,40915,1,1,1,0,0,1,0,-1,1,0,900
1104434,,bse_fo,SO,FEDERALBNK,FEDERALBNK26JUN280CE,CE,FEDERALBNK25JUN26280.00CE,,500469,,,FEDERALBNK26JUN280CE,,,5,2500,1782412199,1,2,28000,BSE,SO,1782412199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1782345600,1782345600,,,,,Physical,,0,1,0.00,2500,0,3430,5,1,1,1,0,0,1,0,-1,1,0,200000
1104439,,bse_fo,SO,ABCAPITAL,ABCAPITAL26JUN305CE,CE,ABCAPITAL25JUN26305.00CE,,540691,,,ABCAPITAL26JUN305CE,,,5,3100,1782412199,1,2,30500,BSE,SO,1782412199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1782345600,1782345600,,,,,Physical,,0,1,0.00,3100,0,7600,2265,1,1,1,0,0,1,0,-1,1,0,162000
1104458,,bse_fo,SO,ADANIENSOL,ADANIENSOL26JUN960CE,CE,ADANIENSOL25JUN26960.00CE,,539254,,,ADANIENSOL26JUN960CE,,,5,675,1782412199,1,2,96000,BSE,SO,1782412199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1782345600,1782345600,,,,,Physical,,0,1,0.00,675,0,52545,22555,1,1,1,0,0,1,0,-1,1,0,100000000
1104481,,bse_fo,SO,CAMS,CAMS26JUN600PE,PE,CAMS25JUN26600.00PE,,543232,,,CAMS26JUN600PE,,,5,750,1782412199,1,2,60000,BSE,SO,1782412199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1782345600,1782345600,,,,,Physical,,0,1,0.00,750,0,2100,5,1,1,1,0,0,1,0,-1,1,0,100000000
1104510,,bse_fo,IO,BANKEX,BANKEX26JUN63900CE,CE,BANKEX25JUN2663900.00CE,,12,,,BANKEX26JUN63900CE,,,5,30,1782412199,1,2,6.39e+06,BSE,IO,1782412199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1782345600,1782345600,,,,,Cash,,0,1,0.00,30,0,102715,17100,1,1,1,0,0,1,0,-1,1,0,900
1104530,,bse_fo,SO,MFSL,MFSL26JUN1440CE,CE,MFSL25JUN261440.00CE,,500271,,,MFSL26JUN1440CE,,,5,400,1782412199,1,2,144000,BSE,SO,1782412199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1782345600,1782345600,,,,,Physical,,0,1,0.00,400,0,28860,9220,1,1,1,0,0,1,0,-1,1,0,32000
1104535,,bse_fo,SO,HINDALCO,HINDALCO26JUN940PE,PE,HINDALCO25JUN26940.00PE,,500440,,,HINDALCO26JUN940PE,,,5,700,1782412199,1,2,94000,BSE,SO,1782412199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1782345600,1782345600,,,,,Physical,,0,1,0.00,700,0,3135,5,1,1,1,0,0,1,0,-1,1,0,56000
1104545,,bse_fo,SO,SWIGGY,SWIGGY26JUN305CE,CE,SWIGGY25JUN26305.00CE,,544285,,,SWIGGY26JUN305CE,,,5,1300,1782412199,1,2,30500,BSE,SO,1782412199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1782345600,1782345600,,,,,Physical,,0,1,0.00,1300,0,2380,5,1,1,1,0,0,1,0,-1,1,0,100000000
1104562,,bse_fo,SO,DELHIVERY,DELHIVERY26JUN430PE,PE,DELHIVERY25JUN26430.00PE,,543529,,,DELHIVERY26JUN430PE,,,5,2075,1782412199,1,2,43000,BSE,SO,1782412199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1782345600,1782345600,,,,,Physical,,0,1,0.00,2075,0,3055,5,1,1,1,0,0,1,0,-1,1,0,100000000
1104566,,bse_fo,SO,OFSS,OFSS26JUN5830CE,CE,OFSS25JUN265830.00CE,,532466,,,OFSS26JUN5830CE,,,5,75,1782412199,1,2,583000,BSE,SO,1782412199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1782345600,1782345600,,,,,Physical,,0,1,0.00,75,0,467795,301875,1,1,1,0,0,1,0,-1,1,0,8000
1104577,,bse_fo,SO,INDUSINDBK,INDUSINDBK26JUN770CE,CE,INDUSINDBK25JUN26770.00CE,,532187,,,INDUSINDBK26JUN770CE,,,5,700,1782412199,1,2,77000,BSE,SO,1782412199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1782345600,1782345600,,,,,Physical,,0,1,0.00,700,0,20540,6120,1,1,1,0,0,1,0,-1,1,0,20000
1104592,,bse_fo,SO,ALKEM,ALKEM26JUN5750PE,PE,ALKEM25JUN265750.00PE,,539523,,,ALKEM26JUN5750PE,,,5,125,1782412199,1,2,575000,BSE,SO,1782412199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1782345600,1782345600,,,,,Physical,,0,1,0.00,125,0,53945,10780,1,1,1,0,0,1,0,-1,1,0,8000
1104609,,bse_fo,IO,BANKEX,BANKEX26JUN59300PE,PE,BANKEX25JUN2659300.00PE,,12,,,BANKEX26JUN59300PE,,,5,30,1782412199,1,2,5.93e+06,BSE,IO,1782412199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1782345600,1782345600,,,,,Cash,,0,1,0.00,30,0,191105,49825,1,1,1,0,0,1,0,-1,1,0,900
1104615,,bse_fo,SO,INDHOTEL,INDHOTEL26JUN615CE,CE,INDHOTEL25JUN26615.00CE,,500850,,,INDHOTEL26JUN615CE,,,5,1000,1782412199,1,2,61500,BSE,SO,1782412199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1782345600,1782345600,,,,,Physical,,0,1,0.00,1000,0,8525,1375,1,1,1,0,0,1,0,-1,1,0,60000
1104631,,bse_fo,SO,GLENMARK,GLENMARK26JUN2280PE,PE,GLENMARK25JUN262280.00PE,,532296,,,GLENMARK26JUN2280PE,,,5,375,1782412199,1,2,228000,BSE,SO,1782412199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1782345600,1782345600,,,,,Physical,,0,1,0.00,375,0,9550,5,1,1,1,0,0,1,0,-1,1,0,43500
1104650,,bse_fo,SO,BHEL,BHEL26JUN260CE,CE,BHEL25JUN26260.00CE,,500103,,,BHEL26JUN260CE,,,5,2625,1782412199,1,2,26000,BSE,SO,1782412199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1782345600,1782345600,,,,,Physical,,0,1,0.00,2625,0,18255,10245,1,1,1,0,0,1,0,-1,1,0,315000
1104664,,bse_fo,SO,SUZLON,SUZLON26JUN37CE,CE,SUZLON25JUN2637.00CE,,532667,,,SUZLON26JUN37CE,,,5,9025,1782412199,1,2,3700,BSE,SO,1782412199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1782345600,1782345600,,,,,Physical,,0,1,0.00,9025,0,2115,1095,1,1,1,0,0,1,0,-1,1,0,100000000
1104671,,bse_fo,SO,KAYNES,KAYNES26JUN3750PE,PE,KAYNES25JUN263750.00PE,,543664,,,KAYNES26JUN3750PE,,,5,100,1782412199,1,2,375000,BSE,SO,1782412199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1782345600,1782345600,,,,,Physical,,0,1,0.00,100,0,102120,34730,1,1,1,0,0,1,0,-1,1,0,100000000
1104681,,bse_fo,SO,PIIND,PIIND26JUN3020CE,CE,PIIND25JUN263020.00CE,,523642,,,PIIND26JUN3020CE,,,5,175,1782412199,1,2,302000,BSE,SO,1782412199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1782345600,1782345600,,,,,Physical,,0,1,0.00,175,0,31320,3300,1,1,1,0,0,1,0,-1,1,0,7500
1104699,,bse_fo,SO,SAMMAANCAP,SAMMAANCAP26JUN130PE,PE,SAMMAANCAP25JUN26130.00PE,,535789,,,SAMMAANCAP26JUN130PE,,,5,4300,1782412199,1,2,13000,BSE,SO,1782412199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1782345600,1782345600,,,,,Physical,,0,1,0.00,4300,0,2380,5,1,1,1,0,0,1,0,-1,1,0,100000000
1104707,,bse_fo,SO,IDFCFIRSTB,IDFCFIRSTB26JUN60CE,CE,IDFCFIRSTB25JUN2660.00CE,,539437,,,IDFCFIRSTB26JUN60CE,,,5,9275,1782412199,1,2,6000,BSE,SO,1782412199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1782345600,1782345600,,,,,Physical,,0,1,0.00,9275,0,2910,5,1,1,1,0,0,1,0,-1,1,0,450000
