pSymbol,pGroup,pExchSeg,pInstType,pSymbolName,pTrdSymbol,pOptionType,pScripRefKey,pISIN,pAssetCode,pSubGroup,pCombinedSymbol,pDesc,pAmcCode,pContractId,dTickSize ,lLotSize,lExpiryDate ,lMultiplier ,lPrecision,dStrikePrice;,pExchange,pInstName,pExpiryDate,pIssueDate,pMaturityDate,pListingDate,pNoDelStartDate,pNoDelEndDate,pBookClsStartDate,pBookClsEndDate,pRecordDate,pCreditRating,pReAdminDate,pExpulsionDate,pLocalUpdateTime,pDeliveryUnits,pPriceUnits,pLastTradingDate,pTenderPeridEndDate,pTenderPeridStartDate,pSellVarMargin,pBuyVarMargin,pInstrumentInfo,pRemarksText,pSegment,pNav,pNavDate,pMfAmt,pSipSecurity,pFaceValue,pTrdUnits,pExerciseStartDate,pExerciseEndDate,pElmMargin,pVarMargin,pTotProposedLimitValue,pScripBasePrice,pSettlementType,pCurrectionTime,iPermittedToTrade,iBoardLotQty ,iMaxOrderSize ,iLotSize,dOpenInterest ,dHighPriceRange ,dLowPriceRange ,dPriceNum   ,dGenDen,dGenNum,dPriceQuatation ,dIssuerate ,dPriceDen,dWarningQty ,dIssueCapital ,dExposureMargin ,dMinRedemptionQty ,lFreezeQty,CASEligible
883311,,bse_fo,SO,SHRIRAMFIN,SHRIRAMFIN26SEP1240CE,CE,SHRIRAMFIN24SEP261240.00CE,,511218,,,SHRIRAMFIN26SEP1240CE,,,5,825,1790274599,1,2,124000,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,825,0,2045,5,1,1,1,0,0,1,0,-1,1,0,18000,false
889029,,bse_fo,IO,SENSEX,SENSEX26O0877000CE,CE,SENSEX08OCT2677000.00CE,,1,,,SENSEX26O0877000CE,,,5,20,1791484199,1,2,7.7e+06,BSE,IO,1791484199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1791417600,1791417600,,,,,Cash,,0,1,0.00,20,0,75475,5,1,1,1,0,0,1,0,-1,1,0,1000,false
1119169,,bse_fo,SO,GLENMARK,GLENMARK26NOV2620PE,PE,GLENMARK26NOV262620.00PE,,532296,,,GLENMARK26NOV2620PE,,,5,375,1795717799,1,2,262000,BSE,SO,1795717799,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1795651200,1795651200,,,,,Physical,,0,1,0.00,375,0,34285,12320,1,1,1,0,0,1,0,-1,1,0,43500,false
863517,,bse_fo,SO,ONGC,ONGC26OCT257.5PE,PE,ONGC29OCT26257.50PE,,500312,,,ONGC26OCT257.5PE,,,5,2250,1793298599,1,2,25750,BSE,SO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Physical,,0,1,0.00,2250,0,4540,540,1,1,1,0,0,1,0,-1,1,0,154000,false
1105394,,bse_fo,SO,BOSCHLTD,BOSCHLTD26NOV47500CE,CE,BOSCHLTD26NOV2647500.00CE,,500530,,,BOSCHLTD26NOV47500CE,,,5,25,1795717799,1,2,4.75e+06,BSE,SO,1795717799,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1795651200,1795651200,,,,,Physical,,0,1,0.00,25,0,468375,68950,1,1,1,0,0,1,0,-1,1,0,1500,false
842110,,bse_fo,SO,BAJAJFINSV,BAJAJFINSV26SEP1820CE,CE,BAJAJFINSV24SEP261820.00CE,,532978,,,BAJAJFINSV26SEP1820CE,,,5,300,1790274599,1,2,182000,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,300,0,13495,5,1,1,1,0,0,1,0,-1,1,0,20000,false
1126700,,bse_fo,SO,ASIANPAINT,ASIANPAINT26OCT2360PE,PE,ASIANPAINT29OCT262360.00PE,,500820,,,ASIANPAINT26OCT2360PE,,,5,250,1793298599,1,2,236000,BSE,SO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Physical,,0,1,0.00,250,0,7165,5,1,1,1,0,0,1,0,-1,1,0,8000,false
884429,,bse_fo,SO,ASHOKLEY,ASHOKLEY26OCT195PE,PE,ASHOKLEY29OCT26195.00PE,,500477,,,ASHOKLEY26OCT195PE,,,5,5000,1793298599,1,2,19500,BSE,SO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Physical,,0,1,0.00,5000,0,5595,1595,1,1,1,0,0,1,0,-1,1,0,150000,false
1133623,,bse_fo,SO,HYUNDAI,HYUNDAI26NOV2000PE,PE,HYUNDAI26NOV262000.00PE,,544274,,,HYUNDAI26NOV2000PE,,,5,275,1795717799,1,2,200000,BSE,SO,1795717799,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1795651200,1795651200,,,,,Physical,,0,1,0.00,275,0,7380,25,1,1,1,0,0,1,0,-1,1,0,100000000,false
852457,,bse_fo,SO,MOTHERSON,MOTHERSON26SEP130PE,PE,MOTHERSON24SEP26130.00PE,,517334,,,MOTHERSON26SEP130PE,,,5,6150,1790274599,1,2,13000,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,6150,0,2000,5,1,1,1,0,0,1,0,-1,1,0,284000,false
1129728,,bse_fo,IO,SENSEX,SENSEX26O0168200PE,PE,SENSEX01OCT2668200.00PE,,1,,,SENSEX26O0168200PE,,,5,20,1790879399,1,2,6.82e+06,BSE,IO,1790879399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790812800,1790812800,,,,,Cash,,1,1,0.00,20,0,2005,5,1,1,1,0,0,1,0,-1,1,0,1000,false
865750,,bse_fo,SO,ULTRACEMCO,ULTRACEMCO26OCT11600PE,PE,ULTRACEMCO29OCT2611600.00PE,,532538,,,ULTRACEMCO26OCT11600PE,,,5,50,1793298599,1,2,1.16e+06,BSE,SO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Physical,,0,1,0.00,50,0,129915,40865,1,1,1,0,0,1,0,-1,1,0,3000,false
860015,,bse_fo,SO,MFSL,MFSL26SEP1380CE,CE,MFSL24SEP261380.00CE,,500271,,,MFSL26SEP1380CE,,,5,400,1790274599,1,2,138000,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,400,0,28185,6900,1,1,1,0,0,1,0,-1,1,0,32000,false
868547,,bse_fo,SO,BOSCHLTD,BOSCHLTD26OCT44000CE,CE,BOSCHLTD29OCT2644000.00CE,,500530,,,BOSCHLTD26OCT44000CE,,,5,25,1793298599,1,2,4.4e+06,BSE,SO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Physical,,0,1,0.00,25,0,713815,170565,1,1,1,0,0,1,0,-1,1,0,1500,false
1111220,,bse_fo,SO,HAL,HAL26NOV4700CE,CE,HAL26NOV264700.00CE,,541154,,,HAL26NOV4700CE,,,5,150,1795717799,1,2,470000,BSE,SO,1795717799,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1795651200,1795651200,,,,,Physical,,0,1,0.00,150,0,54050,9970,1,1,1,0,0,1,0,-1,1,0,9000,false
1130293,,bse_fo,SO,M&M,M&M26NOV2750CE,CE,M&M26NOV262750.00CE,,500520,,,M&M26NOV2750CE,,,5,200,1795717799,1,2,275000,BSE,SO,1795717799,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1795651200,1795651200,,,,,Physical,,0,1,0.00,200,0,56430,20470,1,1,1,0,0,1,0,-1,1,0,21000,false
1111706,,bse_fo,SO,MANKIND,MANKIND26NOV2560CE,CE,MANKIND26NOV262560.00CE,,543904,,,MANKIND26NOV2560CE,,,5,250,1795717799,1,2,256000,BSE,SO,1795717799,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1795651200,1795651200,,,,,Physical,,0,1,0.00,250,0,7910,5,1,1,1,0,0,1,0,-1,1,0,100000000,false
868692,,bse_fo,IO,SENSEX,SENSEX26OCT81500PE,PE,SENSEX29OCT2681500.00PE,,1,,,SENSEX26OCT81500PE,,,5,20,1793298599,1,2,8.15e+06,BSE,IO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Cash,,0,1,0.00,20,0,901025,441440,1,1,1,0,0,1,0,-1,1,0,1000,false
1113357,,bse_fo,SO,GAIL,GAIL26NOV175PE,PE,GAIL26NOV26175.00PE,,532155,,,GAIL26NOV175PE,,,5,3550,1795717799,1,2,17500,BSE,SO,1795717799,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1795651200,1795651200,,,,,Physical,,0,1,0.00,3550,0,3010,5,1,1,1,0,0,1,0,-1,1,0,274500,false
845020,,bse_fo,SO,ASHOKLEY,ASHOKLEY26SEP142.5CE,CE,ASHOKLEY24SEP26142.50CE,,500477,,,ASHOKLEY26SEP142.5CE,,,5,5000,1790274599,1,2,14250,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,5000,0,3680,5,1,1,1,0,0,1,0,-1,1,0,150000,false
862556,,bse_fo,SO,LODHA,LODHA26OCT1140CE,CE,LODHA29OCT261140.00CE,,543287,,,LODHA26OCT1140CE,,,5,625,1793298599,1,2,114000,BSE,SO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Physical,,0,1,0.00,625,0,10070,5,1,1,1,0,0,1,0,-1,1,0,100000000,false
1118973,,bse_fo,SO,RECLTD,RECLTD26SEP280PE,PE,RECLTD24SEP26280.00PE,,532955,,,RECLTD26SEP280PE,,,5,1575,1790274599,1,2,28000,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,1575,0,2035,5,1,1,1,0,0,1,0,-1,1,0,160000,false
843340,,bse_fo,SO,PAGEIND,PAGEIND26SEP41500CE,CE,PAGEIND24SEP2641500.00CE,,532827,,,PAGEIND26SEP41500CE,,,5,20,1790274599,1,2,4.15e+06,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,20,0,2700,5,1,1,1,0,0,1,0,-1,1,0,600,false
886485,,bse_fo,IO,SENSEX,SENSEX26O0176500PE,PE,SENSEX01OCT2676500.00PE,,1,,,SENSEX26O0176500PE,,,5,20,1790879399,1,2,7.65e+06,BSE,IO,1790879399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790812800,1790812800,,,,,Cash,,0,1,0.00,20,420,412710,24065,1,1,1,0,0,1,0,-1,1,0,1000,false
1121829,,bse_fo,SO,BAJAJ-AUTO,BAJAJ-AUTO26SEP12900CE,CE,BAJAJ-AUTO24SEP2612900.00CE,,532977,,,BAJAJ-AUTO26SEP12900CE,,,5,75,1790274599,1,2,1.29e+06,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,75,0,2400,5,1,1,1,0,0,1,0,-1,1,0,5000,false
1103066,,bse_fo,SO,SONACOMS,SONACOMS26NOV850CE,CE,SONACOMS26NOV26850.00CE,,543300,,,SONACOMS26NOV850CE,,,5,1225,1795717799,1,2,85000,BSE,SO,1795717799,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1795651200,1795651200,,,,,Physical,,0,1,0.00,1225,0,4435,5,1,1,1,0,0,1,0,-1,1,0,100000000,false
1118633,,bse_fo,SO,GODREJCP,GODREJCP26NOV840PE,PE,GODREJCP26NOV26840.00PE,,532424,,,GODREJCP26NOV840PE,,,5,500,1795717799,1,2,84000,BSE,SO,1795717799,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1795651200,1795651200,,,,,Physical,,0,1,0.00,500,0,4985,445,1,1,1,0,0,1,0,-1,1,0,30000,false
863530,,bse_fo,SO,BAJAJHLDNG,BAJAJHLDNG26OCT11100CE,CE,BAJAJHLDNG29OCT2611100.00CE,,500490,,,BAJAJHLDNG26OCT11100CE,,,5,75,1793298599,1,2,1.11e+06,BSE,SO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Physical,,0,1,0.00,75,0,86040,5,1,1,1,0,0,1,0,-1,1,0,100000000,false
862196,,bse_fo,SO,IDEA,IDEA26OCT7CE,CE,IDEA29OCT267.00CE,,532822,,,IDEA26OCT7CE,,,5,71475,1793298599,1,2,700,BSE,SO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Physical,,0,1,0.00,71475,0,2725,5,1,1,1,0,0,1,0,-1,1,0,2400000,false
867138,,bse_fo,IO,SENSEX,SENSEX26OCT76100PE,PE,SENSEX29OCT2676100.00PE,,1,,,SENSEX26OCT76100PE,,,5,20,1793298599,1,2,7.61e+06,BSE,IO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Cash,,0,1,0.00,20,0,354915,68485,1,1,1,0,0,1,0,-1,1,0,1000,false
1112862,,bse_fo,SO,MANAPPURAM,MANAPPURAM26NOV385PE,PE,MANAPPURAM26NOV26385.00PE,,531213,,,MANAPPURAM26NOV385PE,,,5,3000,1795717799,1,2,38500,BSE,SO,1795717799,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1795651200,1795651200,,,,,Physical,,0,1,0.00,3000,0,9030,4530,1,1,1,0,0,1,0,-1,1,0,180000,false
844108,,bse_fo,SO,ALKEM,ALKEM26SEP5050PE,PE,ALKEM24SEP265050.00PE,,539523,,,ALKEM26SEP5050PE,,,5,125,1790274599,1,2,505000,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,125,0,3280,5,1,1,1,0,0,1,0,-1,1,0,8000,false
1121953,,bse_fo,SO,ICICIPRULI,ICICIPRULI26NOV460PE,PE,ICICIPRULI26NOV26460.00PE,,540133,,,ICICIPRULI26NOV460PE,,,5,925,1795717799,1,2,46000,BSE,SO,1795717799,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1795651200,1795651200,,,,,Physical,,0,1,0.00,925,0,3210,5,1,1,1,0,0,1,0,-1,1,0,60000,false
881582,,bse_fo,SO,TVSMOTOR,TVSMOTOR26SEP4700CE,CE,TVSMOTOR24SEP264700.00CE,,532343,,,TVSMOTOR26SEP4700CE,,,5,175,1790274599,1,2,470000,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,175,0,2270,5,1,1,1,0,0,1,0,-1,1,0,21000,false
848019,,bse_fo,SO,CONCOR,CONCOR26SEP490PE,PE,CONCOR24SEP26490.00PE,,531344,,,CONCOR26SEP490PE,,,5,1250,1790274599,1,2,49000,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,1250,0,2930,5,1,1,1,0,0,1,0,-1,1,0,40000,false
1115312,,bse_fo,SO,ULTRACEMCO,ULTRACEMCO26NOV12000PE,PE,ULTRACEMCO26NOV2612000.00PE,,532538,,,ULTRACEMCO26NOV12000PE,,,5,50,1795717799,1,2,1.2e+06,BSE,SO,1795717799,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1795651200,1795651200,,,,,Physical,,0,1,0.00,50,0,166875,75075,1,1,1,0,0,1,0,-1,1,0,3000,false
1132659,,bse_fo,IO,SENSEX,SENSEX26O1567200PE,PE,SENSEX15OCT2667200.00PE,,1,,,SENSEX26O1567200PE,,,5,20,1792088999,1,2,6.72e+06,BSE,IO,1792088999,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1792022400,1792022400,,,,,Cash,,1,1,0.00,20,0,2005,5,1,1,1,0,0,1,0,-1,1,0,1000,false
862656,,bse_fo,SO,POLICYBZR,POLICYBZR26OCT1520PE,PE,POLICYBZR29OCT261520.00PE,,543390,,,POLICYBZR26OCT1520PE,,,5,350,1793298599,1,2,152000,BSE,SO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Physical,,0,1,0.00,350,0,3620,5,1,1,1,0,0,1,0,-1,1,0,100000000,false
878650,,bse_fo,SO,LICI,LICI26OCT405PE,PE,LICI29OCT26405.00PE,,543526,,,LICI26OCT405PE,,,5,1400,1793298599,1,2,40500,BSE,SO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Physical,,0,1,0.00,1400,0,3830,5,1,1,1,0,0,1,0,-1,1,0,100000000,false
889651,,bse_fo,SO,TATACONSUM,TATACONSUM26OCT980CE,CE,TATACONSUM29OCT26980.00CE,,500800,,,TATACONSUM26OCT980CE,,,5,550,1793298599,1,2,98000,BSE,SO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Physical,,0,1,0.00,550,0,9700,1350,1,1,1,0,0,1,0,-1,1,0,36000,false
1127064,,bse_fo,SO,PATANJALI,PATANJALI26NOV305CE,CE,PATANJALI26NOV26305.00CE,,500368,,,PATANJALI26NOV305CE,,,5,1075,1795717799,1,2,30500,BSE,SO,1795717799,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1795651200,1795651200,,,,,Physical,,0,1,0.00,1075,0,7775,3175,1,1,1,0,0,1,0,-1,1,0,100000000,false
847980,,bse_fo,SO,BHARATFORG,BHARATFORG26SEP2240PE,PE,BHARATFORG24SEP262240.00PE,,500493,,,BHARATFORG26SEP2240PE,,,5,500,1790274599,1,2,224000,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,500,0,46840,16940,1,1,1,0,0,1,0,-1,1,0,30000,false
865486,,bse_fo,SO,WAAREEENER,WAAREEENER26OCT2350CE,CE,WAAREEENER29OCT262350.00CE,,544277,,,WAAREEENER26OCT2350CE,,,5,175,1793298599,1,2,235000,BSE,SO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Physical,,0,1,0.00,175,0,36560,4375,1,1,1,0,0,1,0,-1,1,0,100000000,false
1106865,,bse_fo,SO,JIOFIN,JIOFIN26NOV225PE,PE,JIOFIN26NOV26225.00PE,,543940,,,JIOFIN26NOV225PE,,,5,2350,1795717799,1,2,22500,BSE,SO,1795717799,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1795651200,1795651200,,,,,Physical,,0,1,0.00,2350,0,3040,5,1,1,1,0,0,1,0,-1,1,0,100000000,false
847484,,bse_fo,SO,ZYDUSLIFE,ZYDUSLIFE26SEP1100PE,PE,ZYDUSLIFE24SEP261100.00PE,,532321,,,ZYDUSLIFE26SEP1100PE,,,5,900,1790274599,1,2,110000,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,900,0,2540,5,1,1,1,0,0,1,0,-1,1,0,54000,false
1105459,,bse_fo,SO,PRESTIGE,PRESTIGE26NOV1600CE,CE,PRESTIGE26NOV261600.00CE,,533274,,,PRESTIGE26NOV1600CE,,,5,450,1795717799,1,2,160000,BSE,SO,1795717799,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1795651200,1795651200,,,,,Physical,,0,1,0.00,450,0,8920,5,1,1,1,0,0,1,0,-1,1,0,100000000,false
1115949,,bse_fo,SO,MCX,MCX26NOV3550CE,CE,MCX26NOV263550.00CE,,534091,,,MCX26NOV3550CE,,,5,225,1795717799,1,2,355000,BSE,SO,1795717799,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1795651200,1795651200,,,,,Physical,,0,1,0.00,225,0,26675,5,1,1,1,0,0,1,0,-1,1,0,16000,false
1121462,,bse_fo,SO,SHRIRAMFIN,SHRIRAMFIN26NOV920PE,PE,SHRIRAMFIN26NOV26920.00PE,,511218,,,SHRIRAMFIN26NOV920PE,,,5,825,1795717799,1,2,92000,BSE,SO,1795717799,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1795651200,1795651200,,,,,Physical,,0,1,0.00,825,0,5465,265,1,1,1,0,0,1,0,-1,1,0,18000,false
846524,,bse_fo,SO,TATAELXSI,TATAELXSI26SEP4400PE,PE,TATAELXSI24SEP264400.00PE,,500408,,,TATAELXSI26SEP4400PE,,,5,125,1790274599,1,2,440000,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,125,0,127965,74735,1,1,1,0,0,1,0,-1,1,0,100000000,false
1103103,,bse_fo,SO,SIEMENS,SIEMENS26NOV3950PE,PE,SIEMENS26NOV263950.00PE,,500550,,,SIEMENS26NOV3950PE,,,5,175,1795717799,1,2,395000,BSE,SO,1795717799,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1795651200,1795651200,,,,,Physical,,0,1,0.00,175,0,45410,13390,1,1,1,0,0,1,0,-1,1,0,8250,false
1105627,,bse_fo,SF,ASHOKLEY,ASHOKLEY26NOVFUT,XX,ASHOKLEY26NOV26FUT,,500477,,,ASHOKLEY26NOVFUT,,,5,5000,1795717799,1,2,0,BSE,SF,1795717799,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1795651200,1795651200,,,,,Physical,,0,1,0.00,5000,0,17630,14425,1,1,1,0,0,1,0,-1,1,0,150000,false
847926,,bse_fo,SO,DELHIVERY,DELHIVERY26SEP435CE,CE,DELHIVERY24SEP26435.00CE,,543529,,,DELHIVERY26SEP435CE,,,5,2075,1790274599,1,2,43500,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,2075,0,2435,5,1,1,1,0,0,1,0,-1,1,0,100000000,false
855056,,bse_fo,SO,GODREJCP,GODREJCP26SEP1150CE,CE,GODREJCP24SEP261150.00CE,,532424,,,GODREJCP26SEP1150CE,,,5,500,1790274599,1,2,115000,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,500,0,2005,5,1,1,1,0,0,1,0,-1,1,0,30000,false
1106814,,bse_fo,SO,AUROPHARMA,AUROPHARMA26NOV1680CE,CE,AUROPHARMA26NOV261680.00CE,,524804,,,AUROPHARMA26NOV1680CE,,,5,550,1795717799,1,2,168000,BSE,SO,1795717799,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1795651200,1795651200,,,,,Physical,,0,1,0.00,550,0,16220,2690,1,1,1,0,0,1,0,-1,1,0,44000,false
1104482,,bse_fo,SO,AUBANK,AUBANK26NOV1180PE,PE,AUBANK26NOV261180.00PE,,540611,,,AUBANK26NOV1180PE,,,5,1000,1795717799,1,2,118000,BSE,SO,1795717799,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1795651200,1795651200,,,,,Physical,,0,1,0.00,1000,0,19955,8610,1,1,1,0,0,1,0,-1,1,0,30000,false
1119223,,bse_fo,SO,PERSISTENT,PERSISTENT26OCT6600CE,CE,PERSISTENT29OCT266600.00CE,,533179,,,PERSISTENT26OCT6600CE,,,5,125,1793298599,1,2,660000,BSE,SO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Physical,,0,1,0.00,125,0,8565,5,1,1,1,0,0,1,0,-1,1,0,5250,false
864238,,bse_fo,SO,ADANIPOWER,ADANIPOWER26OCT245CE,CE,ADANIPOWER29OCT26245.00CE,,533096,,,ADANIPOWER26OCT245CE,,,5,3550,1793298599,1,2,24500,BSE,SO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Physical,,0,1,0.00,3550,0,2270,5,1,1,1,0,0,1,0,-1,1,0,100000000,false
1111172,,bse_fo,SO,AMBUJACEM,AMBUJACEM26NOV395CE,CE,AMBUJACEM26NOV26395.00CE,,500425,,,AMBUJACEM26NOV395CE,,,5,1200,1795717799,1,2,39500,BSE,SO,1795717799,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1795651200,1795651200,,,,,Physical,,0,1,0.00,1200,0,2920,180,1,1,1,0,0,1,0,-1,1,0,54000,false
843994,,bse_fo,SO,GVT&D,GVT&D26SEP3600CE,CE,GVT&D24SEP263600.00CE,,522275,,,GVT&D26SEP3600CE,,,5,125,1790274599,1,2,360000,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,125,0,123895,25075,1,1,1,0,0,1,0,-1,1,0,100000000,false
847675,,bse_fo,SO,SIEMENS,SIEMENS26SEP3300CE,CE,SIEMENS24SEP263300.00CE,,500550,,,SIEMENS26SEP3300CE,,,5,175,1790274599,1,2,330000,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,175,0,76635,16765,1,1,1,0,0,1,0,-1,1,0,8250,false
846102,,bse_fo,IO,SENSEX50,SENSEX5026SEP25800PE,PE,SENSEX5024SEP2625800.00PE,,47,,,SENSEX5026SEP25800PE,,,5,75,1790274599,1,2,2.58e+06,BSE,IO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Cash,,0,1,0.00,75,0,216505,55350,1,1,1,0,0,1,0,-1,1,0,1800,false
864304,,bse_fo,SO,HCLTECH,HCLTECH26OCT1310PE,PE,HCLTECH29OCT261310.00PE,,532281,,,HCLTECH26OCT1310PE,,,5,400,1793298599,1,2,131000,BSE,SO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Physical,,0,1,0.00,400,0,12855,2215,1,1,1,0,0,1,0,-1,1,0,21000,false
865255,,bse_fo,SO,NYKAA,NYKAA26OCT340PE,PE,NYKAA29OCT26340.00PE,,543384,,,NYKAA26OCT340PE,,,5,3125,1793298599,1,2,34000,BSE,SO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Physical,,0,1,0.00,3125,0,4310,310,1,1,1,0,0,1,0,-1,1,0,100000000,false
883878,,bse_fo,SO,BEL,BEL26OCT430CE,CE,BEL29OCT26430.00CE,,500049,,,BEL26OCT430CE,,,5,1425,1793298599,1,2,43000,BSE,SO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Physical,,0,1,0.00,1425,0,2270,5,1,1,1,0,0,1,0,-1,1,0,228000,false
887085,,bse_fo,SO,CUMMINSIND,CUMMINSIND26OCT4600PE,PE,CUMMINSIND29OCT264600.00PE,,500480,,,CUMMINSIND26OCT4600PE,,,5,200,1793298599,1,2,460000,BSE,SO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Physical,,0,1,0.00,200,0,11920,5,1,1,1,0,0,1,0,-1,1,0,18000,false
865941,,bse_fo,SO,TECHM,TECHM26OCT1740PE,PE,TECHM29OCT261740.00PE,,532755,,,TECHM26OCT1740PE,,,5,600,1793298599,1,2,174000,BSE,SO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Physical,,0,1,0.00,600,0,26465,9305,1,1,1,0,0,1,0,-1,1,0,24000,false
