pSymbol,pGroup,pExchSeg,pInstType,pSymbolName,pTrdSymbol,pOptionType,pScripRefKey,pISIN,pAssetCode,pSubGroup,pCombinedSymbol,pDesc,pAmcCode,pContractId,dTickSize ,lLotSize,lExpiryDate ,lMultiplier ,lPrecision,dStrikePrice;,pExchange,pInstName,pExpiryDate,pIssueDate,pMaturityDate,pListingDate,pNoDelStartDate,pNoDelEndDate,pBookClsStartDate,pBookClsEndDate,pRecordDate,pCreditRating,pReAdminDate,pExpulsionDate,pLocalUpdateTime,pDeliveryUnits,pPriceUnits,pLastTradingDate,pTenderPeridEndDate,pTenderPeridStartDate,pSellVarMargin,pBuyVarMargin,pInstrumentInfo,pRemarksText,pSegment,pNav,pNavDate,pMfAmt,pSipSecurity,pFaceValue,pTrdUnits,pExerciseStartDate,pExerciseEndDate,pElmMargin,pVarMargin,pTotProposedLimitValue,pScripBasePrice,pSettlementType,pCurrectionTime,iPermittedToTrade,iBoardLotQty ,iMaxOrderSize ,iLotSize,dOpenInterest ,dHighPriceRange ,dLowPriceRange ,dPriceNum   ,dGenDen,dGenNum,dPriceQuatation ,dIssuerate ,dPriceDen,dWarningQty ,dIssueCapital ,dExposureMargin ,dMinRedemptionQty ,lFreezeQty,CASEligible
846859,,bse_fo,IO,SENSEX,SENSEX31JUN79000PE,PE,SENSEX26JUN3179000.00PE,,1,,,SENSEX31JUN79000PE,,,5,20,1940264999,1,2,7.9e+06,BSE,IO,1940264999,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1940198400,1940198400,,,,,Cash,,0,1,0.00,20,0,309255,267270,1,1,1,0,0,1,0,-1,1,0,1000,false
1132255,,bse_fo,SO,OBEROIRLTY,OBEROIRLTY26SEP1580CE,CE,OBEROIRLTY24SEP261580.00CE,,533273,,,OBEROIRLTY26SEP1580CE,,,5,350,1790274599,1,2,158000,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,350,0,28870,3630,1,1,1,0,0,1,0,-1,1,0,28000,false
841788,,bse_fo,SO,ULTRACEMCO,ULTRACEMCO26SEP10760PE,PE,ULTRACEMCO24SEP2610760.00PE,,532538,,,ULTRACEMCO26SEP10760PE,,,5,50,1790274599,1,2,1.076e+06,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,50,0,38160,5,1,1,1,0,0,1,0,-1,1,0,3000,false
885294,,bse_fo,SO,NAUKRI,NAUKRI26SEP1420PE,PE,NAUKRI24SEP261420.00PE,,532777,,,NAUKRI26SEP1420PE,,,5,550,1790274599,1,2,142000,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,550,0,25275,5435,1,1,1,0,0,1,0,-1,1,0,6000,false
1105376,,bse_fo,SO,TRENT,TRENT26NOV3250CE,CE,TRENT26NOV263250.00CE,,500251,,,TRENT26NOV3250CE,,,5,225,1795717799,1,2,325000,BSE,SO,1795717799,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1795651200,1795651200,,,,,Physical,,0,1,0.00,225,0,10630,5,1,1,1,0,0,1,0,-1,1,0,16000,false
867520,,bse_fo,SO,SIEMENS,SIEMENS26OCT3700CE,CE,SIEMENS29OCT263700.00CE,,500550,,,SIEMENS26OCT3700CE,,,5,175,1793298599,1,2,370000,BSE,SO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Physical,,0,1,0.00,175,0,39340,2200,1,1,1,0,0,1,0,-1,1,0,8250,false
847513,,bse_fo,SO,SAIL,SAIL26SEP170PE,PE,SAIL24SEP26170.00PE,,500113,,,SAIL26SEP170PE,,,5,4700,1790274599,1,2,17000,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,4700,0,2320,5,1,1,1,0,0,1,0,-1,1,0,320000,false
852117,,bse_fo,SO,PIIND,PIIND26SEP2250CE,CE,PIIND24SEP262250.00CE,,523642,,,PIIND26SEP2250CE,,,5,175,1790274599,1,2,225000,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,175,0,19485,5,1,1,1,0,0,1,0,-1,1,0,7500,false
1106840,,bse_fo,SO,PERSISTENT,PERSISTENT26NOV5500CE,CE,PERSISTENT26NOV265500.00CE,,533179,,,PERSISTENT26NOV5500CE,,,5,125,1795717799,1,2,550000,BSE,SO,1795717799,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1795651200,1795651200,,,,,Physical,,0,1,0.00,125,0,63745,7710,1,1,1,0,0,1,0,-1,1,0,5250,false
841718,,bse_fo,SO,POLICYBZR,POLICYBZR26SEP1680CE,CE,POLICYBZR24SEP261680.00CE,,543390,,,POLICYBZR26SEP1680CE,,,5,350,1790274599,1,2,168000,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,350,0,22160,5,1,1,1,0,0,1,0,-1,1,0,100000000,false
841346,,bse_fo,IO,SENSEX,SENSEX26SEP69300CE,CE,SENSEX24SEP2669300.00CE,,1,,,SENSEX26SEP69300CE,,,5,20,1790274599,1,2,6.93e+06,BSE,IO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Cash,,0,1,0.00,20,0,755860,261660,1,1,1,0,0,1,0,-1,1,0,1000,false
1130711,,bse_fo,SO,OBEROIRLTY,OBEROIRLTY26OCT1600CE,CE,OBEROIRLTY29OCT261600.00CE,,533273,,,OBEROIRLTY26OCT1600CE,,,5,350,1793298599,1,2,160000,BSE,SO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Physical,,0,1,0.00,350,0,27100,6410,1,1,1,0,0,1,0,-1,1,0,28000,false
863632,,bse_fo,IO,SENSEX,SENSEX26OCT74200PE,PE,SENSEX29OCT2674200.00PE,,1,,,SENSEX26OCT74200PE,,,5,20,1793298599,1,2,7.42e+06,BSE,IO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Cash,,0,1,0.00,20,0,205170,10380,1,1,1,0,0,1,0,-1,1,0,1000,false
1112588,,bse_fo,SO,NAUKRI,NAUKRI26NOV1280PE,PE,NAUKRI26NOV261280.00PE,,532777,,,NAUKRI26NOV1280PE,,,5,550,1795717799,1,2,128000,BSE,SO,1795717799,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1795651200,1795651200,,,,,Physical,,0,1,0.00,550,0,11825,2640,1,1,1,0,0,1,0,-1,1,0,6000,false
839235,,bse_fo,IO,SENSEX,SENSEX26SEP70500CE,CE,SENSEX24SEP2670500.00CE,,1,,,SENSEX26SEP70500CE,,,5,20,1790274599,1,2,7.05e+06,BSE,IO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Cash,,0,1,0.00,20,0,634635,143300,1,1,1,0,0,1,0,-1,1,0,1000,false
847111,,bse_fo,SO,HINDPETRO,HINDPETRO26SEP395.75PE,PE,HINDPETRO24SEP26395.75PE,,500104,,,HINDPETRO26SEP395.75PE,,,5,2025,1790274599,1,2,39575,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,2025,0,7475,1465,1,1,1,0,0,1,0,-1,1,0,108000,false
1133488,,bse_fo,SO,KAYNES,KAYNES26NOV3100PE,PE,KAYNES26NOV263100.00PE,,543664,,,KAYNES26NOV3100PE,,,5,150,1795717799,1,2,310000,BSE,SO,1795717799,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1795651200,1795651200,,,,,Physical,,0,1,0.00,150,0,26305,1135,1,1,1,0,0,1,0,-1,1,0,100000000,false
1102855,,bse_fo,IO,SENSEX50,SENSEX5026NOV25800CE,CE,SENSEX5026NOV2625800.00CE,,47,,,SENSEX5026NOV25800CE,,,5,75,1795717799,1,2,2.58e+06,BSE,IO,1795717799,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1795651200,1795651200,,,,,Cash,,0,1,0.00,75,0,43730,5,1,1,1,0,0,1,0,-1,1,0,1800,false
848794,,bse_fo,SO,AMBER,AMBER26SEP8100PE,PE,AMBER24SEP268100.00PE,,540902,,,AMBER26SEP8100PE,,,5,100,1790274599,1,2,810000,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,100,0,177545,31815,1,1,1,0,0,1,0,-1,1,0,100000000,false
888285,,bse_fo,SO,HDFCBANK,HDFCBANK26SEP650CE,CE,HDFCBANK24SEP26650.00CE,,500180,,,HDFCBANK26SEP650CE,,,5,650,1790274599,1,2,65000,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,650,0,10170,2560,1,1,1,0,0,1,0,-1,1,0,16500,false
844798,,bse_fo,SO,BHEL,BHEL26SEP387.5CE,CE,BHEL24SEP26387.50CE,,500103,,,BHEL26SEP387.5CE,,,5,2625,1790274599,1,2,38750,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,2625,0,8095,355,1,1,1,0,0,1,0,-1,1,0,315000,false
848211,,bse_fo,SO,LT,LT26SEP4180PE,PE,LT24SEP264180.00PE,,500510,,,LT26SEP4180PE,,,5,175,1790274599,1,2,418000,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,175,0,57325,10605,1,1,1,0,0,1,0,-1,1,0,12000,false
853717,,bse_fo,SO,RADICO,RADICO26SEP4250PE,PE,RADICO24SEP264250.00PE,,532497,,,RADICO26SEP4250PE,,,5,150,1790274599,1,2,425000,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,150,0,11215,5,1,1,1,0,0,1,0,-1,1,0,100000000,false
877042,,bse_fo,SO,BAJAJHLDNG,BAJAJHLDNG26OCT11200CE,CE,BAJAJHLDNG29OCT2611200.00CE,,500490,,,BAJAJHLDNG26OCT11200CE,,,5,75,1793298599,1,2,1.12e+06,BSE,SO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Physical,,0,1,0.00,75,0,79095,5,1,1,1,0,0,1,0,-1,1,0,100000000,false
888038,,bse_fo,SO,MAXHEALTH,MAXHEALTH26OCT930CE,CE,MAXHEALTH29OCT26930.00CE,,543220,,,MAXHEALTH26OCT930CE,,,5,525,1793298599,1,2,93000,BSE,SO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Physical,,0,1,0.00,525,0,18305,5430,1,1,1,0,0,1,0,-1,1,0,100000000,false
1121192,,bse_fo,SO,ITC,ITC26OCT242.5PE,PE,ITC29OCT26242.50PE,,500875,,,ITC26OCT242.5PE,,,5,1725,1793298599,1,2,24250,BSE,SO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Physical,,0,1,0.00,1725,0,2100,5,1,1,1,0,0,1,0,-1,1,0,64000,false
1103209,,bse_fo,SO,NESTLEIND,NESTLEIND26NOV1430CE,CE,NESTLEIND26NOV261430.00CE,,500790,,,NESTLEIND26NOV1430CE,,,5,500,1795717799,1,2,143000,BSE,SO,1795717799,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1795651200,1795651200,,,,,Physical,,0,1,0.00,500,0,6275,5,1,1,1,0,0,1,0,-1,1,0,1200,false
862639,,bse_fo,SO,UPL,UPL26OCT560PE,PE,UPL29OCT26560.00PE,,512070,,,UPL26OCT560PE,,,5,1355,1793298599,1,2,56000,BSE,SO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Physical,,0,1,0.00,1355,0,4555,5,1,1,1,0,0,1,0,-1,1,0,39000,false
866954,,bse_fo,IO,FOCIT,FOCIT26SEP41600PE,PE,FOCIT24SEP2641600.00PE,,75,,,FOCIT26SEP41600PE,,,5,45,1790274599,1,2,4.16e+06,BSE,IO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Cash,,0,1,0.00,45,0,736865,501565,1,1,1,0,0,1,0,-1,1,0,1350,false
1106630,,bse_fo,SO,TMPV,TMPV26NOV295PE,PE,TMPV26NOV26295.00PE,,500570,,,TMPV26NOV295PE,,,5,1600,1795717799,1,2,29500,BSE,SO,1795717799,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1795651200,1795651200,,,,,Physical,,0,1,0.00,1600,0,675,5,1,1,1,0,0,1,0,-1,1,0,42750,false
1130247,,bse_fo,SO,DMART,DMART26NOV3300CE,CE,DMART26NOV263300.00CE,,540376,,,DMART26NOV3300CE,,,5,150,1795717799,1,2,330000,BSE,SO,1795717799,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1795651200,1795651200,,,,,Physical,,0,1,0.00,150,0,67655,26490,1,1,1,0,0,1,0,-1,1,0,100000000,false
853225,,bse_fo,SO,PNBHOUSING,PNBHOUSING26SEP940CE,CE,PNBHOUSING24SEP26940.00CE,,540173,,,PNBHOUSING26SEP940CE,,,5,650,1790274599,1,2,94000,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,650,0,26185,6710,1,1,1,0,0,1,0,-1,1,0,100000000,false
889151,,bse_fo,IO,SENSEX,SENSEX26O0874000CE,CE,SENSEX08OCT2674000.00CE,,1,,,SENSEX26O0874000CE,,,5,20,1791484199,1,2,7.4e+06,BSE,IO,1791484199,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1791417600,1791417600,,,,,Cash,,0,1,0.00,20,0,276335,5,1,1,1,0,0,1,0,-1,1,0,1000,false
866595,,bse_fo,SO,PIIND,PIIND26OCT2900PE,PE,PIIND29OCT262900.00PE,,523642,,,PIIND26OCT2900PE,,,5,175,1793298599,1,2,290000,BSE,SO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Physical,,0,1,0.00,175,0,76405,41440,1,1,1,0,0,1,0,-1,1,0,7500,false
1121012,,bse_fo,SO,MAHABANK,MAHABANK26OCT76PE,PE,MAHABANK29OCT2676.00PE,,532525,,,MAHABANK26OCT76PE,,,5,6500,1793298599,1,2,7600,BSE,SO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Physical,,0,1,0.00,6500,0,2225,5,1,1,1,0,0,1,0,-1,1,0,100000000,false
1112452,,bse_fo,SO,TATASTEEL,TATASTEEL26NOV182.5PE,PE,TATASTEEL26NOV26182.50PE,,500470,,,TATASTEEL26NOV182.5PE,,,5,2750,1795717799,1,2,18250,BSE,SO,1795717799,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1795651200,1795651200,,,,,Physical,,0,1,0.00,2750,0,965,140,1,1,1,0,0,1,0,-1,1,0,220000,false
864489,,bse_fo,SO,INDUSTOWER,INDUSTOWER26OCT356CE,CE,INDUSTOWER29OCT26356.00CE,,534816,,,INDUSTOWER26OCT356CE,,,5,1700,1793298599,1,2,35600,BSE,SO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Physical,,0,1,0.00,1700,0,5340,1110,1,1,1,0,0,1,0,-1,1,0,170000,false
1133479,,bse_fo,IO,SENSEX50,SENSEX5026NOV23350CE,CE,SENSEX5026NOV2623350.00CE,,47,,,SENSEX5026NOV23350CE,,,5,75,1795717799,1,2,2.335e+06,BSE,IO,1795717799,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1795651200,1795651200,,,,,Cash,,0,1,0.00,75,0,210705,76035,1,1,1,0,0,1,0,-1,1,0,1800,false
845833,,bse_fo,SF,GVT&D,GVT&D26SEPFUT,XX,GVT&D24SEP26FUT,,522275,,,GVT&D26SEPFUT,,,5,125,1790274599,1,2,0,BSE,SF,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,125,0,478015,391100,1,1,1,0,0,1,0,-1,1,0,100000000,false
864845,,bse_fo,SO,JSWENERGY,JSWENERGY26OCT500PE,PE,JSWENERGY29OCT26500.00PE,,533148,,,JSWENERGY26OCT500PE,,,5,1075,1793298599,1,2,50000,BSE,SO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Physical,,0,1,0.00,1075,0,3155,5,1,1,1,0,0,1,0,-1,1,0,100000000,false
845685,,bse_fo,SO,TATACONSUM,TATACONSUM26SEP1100PE,PE,TATACONSUM24SEP261100.00PE,,500800,,,TATACONSUM26SEP1100PE,,,5,550,1790274599,1,2,110000,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,550,0,14305,2725,1,1,1,0,0,1,0,-1,1,0,36000,false
876725,,bse_fo,SF,HAVELLS,HAVELLS26OCTFUT,XX,HAVELLS29OCT26FUT,,517354,,,HAVELLS26OCTFUT,,,5,500,1793298599,1,2,0,BSE,SF,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Physical,,0,1,0.00,500,0,120880,98905,1,1,1,0,0,1,0,-1,1,0,20000,false
854166,,bse_fo,SO,NMDC,NMDC26SEP77CE,CE,NMDC24SEP2677.00CE,,526371,,,NMDC26SEP77CE,,,5,6750,1790274599,1,2,7700,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,6750,0,2435,5,1,1,1,0,0,1,0,-1,1,0,225000,false
1122154,,bse_fo,SO,MARUTI,MARUTI26NOV12500CE,CE,MARUTI26NOV2612500.00CE,,532500,,,MARUTI26NOV12500CE,,,5,50,1795717799,1,2,1.25e+06,BSE,SO,1795717799,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1795651200,1795651200,,,,,Physical,,0,1,0.00,50,0,89955,8585,1,1,1,0,0,1,0,-1,1,0,3000,false
843609,,bse_fo,SO,FEDERALBNK,FEDERALBNK26SEP327.5CE,CE,FEDERALBNK24SEP26327.50CE,,500469,,,FEDERALBNK26SEP327.5CE,,,5,2500,1790274599,1,2,32750,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,2500,0,2290,5,1,1,1,0,0,1,0,-1,1,0,200000,false
843102,,bse_fo,SO,SWIGGY,SWIGGY26SEP225PE,PE,SWIGGY24SEP26225.00PE,,544285,,,SWIGGY26SEP225PE,,,5,1825,1790274599,1,2,22500,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,1825,0,2005,5,1,1,1,0,0,1,0,-1,1,0,100000000,false
863576,,bse_fo,SO,BLUESTARCO,BLUESTARCO26OCT1680PE,PE,BLUESTARCO29OCT261680.00PE,,500067,,,BLUESTARCO26OCT1680PE,,,5,325,1793298599,1,2,168000,BSE,SO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Physical,,0,1,0.00,325,0,23545,5685,1,1,1,0,0,1,0,-1,1,0,100000000,false
884128,,bse_fo,SO,SBIN,SBIN26OCT1150CE,CE,SBIN29OCT261150.00CE,,500112,,,SBIN26OCT1150CE,,,5,750,1793298599,1,2,115000,BSE,SO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Physical,,0,1,0.00,750,0,2170,5,1,1,1,0,0,1,0,-1,1,0,45000,false
1130192,,bse_fo,SO,SUZLON,SUZLON26NOV37PE,PE,SUZLON26NOV2637.00PE,,532667,,,SUZLON26NOV37PE,,,5,12700,1795717799,1,2,3700,BSE,SO,1795717799,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1795651200,1795651200,,,,,Physical,,0,1,0.00,12700,0,350,5,1,1,1,0,0,1,0,-1,1,0,100000000,false
853688,,bse_fo,SO,KFINTECH,KFINTECH26SEP740PE,PE,KFINTECH24SEP26740.00PE,,543720,,,KFINTECH26SEP740PE,,,5,575,1790274599,1,2,74000,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,575,0,2020,5,1,1,1,0,0,1,0,-1,1,0,100000000,false
882086,,bse_fo,SO,COFORGE,COFORGE26SEP1900CE,CE,COFORGE24SEP261900.00CE,,532541,,,COFORGE26SEP1900CE,,,5,475,1790274599,1,2,190000,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,475,0,4450,5,1,1,1,0,0,1,0,-1,1,0,6000,false
842299,,bse_fo,SF,DABUR,DABUR26SEPFUT,XX,DABUR24SEP26FUT,,500096,,,DABUR26SEPFUT,,,5,1250,1790274599,1,2,0,BSE,SF,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,1250,0,42340,34645,1,1,1,0,0,1,0,-1,1,0,50000,false
847706,,bse_fo,IO,SENSEX50,SENSEX5026SEP25400CE,CE,SENSEX5024SEP2625400.00CE,,47,,,SENSEX5026SEP25400CE,,,5,75,1790274599,1,2,2.54e+06,BSE,IO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Cash,,0,1,0.00,75,0,3895,5,1,1,1,0,0,1,0,-1,1,0,1800,false
880865,,bse_fo,SO,ICICIGI,ICICIGI26OCT1480CE,CE,ICICIGI29OCT261480.00CE,,540716,,,ICICIGI26OCT1480CE,,,5,325,1793298599,1,2,148000,BSE,SO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Physical,,0,1,0.00,325,0,11200,560,1,1,1,0,0,1,0,-1,1,0,20000,false
846037,,bse_fo,SO,NESTLEIND,NESTLEIND26SEP1390PE,PE,NESTLEIND24SEP261390.00PE,,500790,,,NESTLEIND26SEP1390PE,,,5,500,1790274599,1,2,139000,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,500,0,7055,5,1,1,1,0,0,1,0,-1,1,0,1200,false
1128827,,bse_fo,IO,FOCIT,FOCIT26SEP29300CE,CE,FOCIT24SEP2629300.00CE,,75,,,FOCIT26SEP29300CE,,,5,45,1790274599,1,2,2.93e+06,BSE,IO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Cash,,1,1,0.00,45,0,727130,491830,1,1,1,0,0,1,0,-1,1,0,1350,false
1130216,,bse_fo,IO,FOCIT,FOCIT26OCT28200PE,PE,FOCIT29OCT2628200.00PE,,75,,,FOCIT26OCT28200PE,,,5,45,1793298599,1,2,2.82e+06,BSE,IO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Cash,,1,1,0.00,45,0,2005,5,1,1,1,0,0,1,0,-1,1,0,1350,false
842761,,bse_fo,SO,APLAPOLLO,APLAPOLLO26SEP1840CE,CE,APLAPOLLO24SEP261840.00CE,,533758,,,APLAPOLLO26SEP1840CE,,,5,350,1790274599,1,2,184000,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,350,0,46410,15670,1,1,1,0,0,1,0,-1,1,0,100000000,false
884132,,bse_fo,SO,ETERNAL,ETERNAL26SEP350PE,PE,ETERNAL24SEP26350.00PE,,543320,,,ETERNAL26SEP350PE,,,5,2425,1790274599,1,2,35000,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,2425,0,5295,215,1,1,1,0,0,1,0,-1,1,0,100000000,false
1120388,,bse_fo,SO,RVNL,RVNL26SEP175CE,CE,RVNL24SEP26175.00CE,,542649,,,RVNL26SEP175CE,,,5,1925,1790274599,1,2,17500,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,1925,0,4730,730,1,1,1,0,0,1,0,-1,1,0,100000000,false
863293,,bse_fo,SO,PNBHOUSING,PNBHOUSING26OCT900PE,PE,PNBHOUSING29OCT26900.00PE,,540173,,,PNBHOUSING26OCT900PE,,,5,650,1793298599,1,2,90000,BSE,SO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Physical,,0,1,0.00,650,0,2400,5,1,1,1,0,0,1,0,-1,1,0,100000000,false
866477,,bse_fo,SO,CROMPTON,CROMPTON26OCT250CE,CE,CROMPTON29OCT26250.00CE,,539876,,,CROMPTON26OCT250CE,,,5,2150,1793298599,1,2,25000,BSE,SO,1793298599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1793232000,1793232000,,,,,Physical,,0,1,0.00,2150,0,2245,5,1,1,1,0,0,1,0,-1,1,0,90000,false
888674,,bse_fo,SO,SHREECEM,SHREECEM26SEP22750CE,CE,SHREECEM24SEP2622750.00CE,,500387,,,SHREECEM26SEP22750CE,,,5,25,1790274599,1,2,2.275e+06,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,25,0,41080,5,1,1,1,0,0,1,0,-1,1,0,1000,false
846446,,bse_fo,SO,VOLTAS,VOLTAS26SEP1260CE,CE,VOLTAS24SEP261260.00CE,,500575,,,VOLTAS26SEP1260CE,,,5,375,1790274599,1,2,126000,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,375,0,2125,5,1,1,1,0,0,1,0,-1,1,0,30000,false
848227,,bse_fo,SO,VOLTAS,VOLTAS26SEP1320CE,CE,VOLTAS24SEP261320.00CE,,500575,,,VOLTAS26SEP1320CE,,,5,375,1790274599,1,2,132000,BSE,SO,1790274599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1790208000,1790208000,,,,,Physical,,0,1,0.00,375,0,2075,5,1,1,1,0,0,1,0,-1,1,0,30000,false
1102596,,bse_fo,IO,SENSEX,SENSEX26O1574300PE,PE,SENSEX15OCT2674300.00PE,,1,,,SENSEX26O1574300PE,,,5,20,1792088999,1,2,7.43e+06,BSE,IO,1792088999,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1792022400,1792022400,,,,,Cash,,0,1,0.00,20,0,198695,5,1,1,1,0,0,1,0,-1,1,0,1000,false
1128767,,bse_fo,IO,FOCIT,FOCIT26NOV28700PE,PE,FOCIT26NOV2628700.00PE,,75,,,FOCIT26NOV28700PE,,,5,45,1795717799,1,2,2.87e+06,BSE,IO,1795717799,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1795651200,1795651200,,,,,Cash,,1,1,0.00,45,0,2790,2195,1,1,1,0,0,1,0,-1,1,0,1350,false
