pSymbol,pGroup,pExchSeg,pInstType,pSymbolName,pTrdSymbol,pOptionType,pScripRefKey,pISIN,pAssetCode,pSubGroup,pCombinedSymbol,pDesc,pAmcCode,pContractId,dTickSize ,lLotSize,lExpiryDate ,lMultiplier ,lPrecision,dStrikePrice;,pExchange,pInstName,pExpiryDate,pIssueDate,pMaturityDate,pListingDate,pNoDelStartDate,pNoDelEndDate,pBookClsStartDate,pBookClsEndDate,pRecordDate,pCreditRating,pReAdminDate,pExpulsionDate,pLocalUpdateTime,pDeliveryUnits,pPriceUnits,pLastTradingDate,pTenderPeridEndDate,pTenderPeridStartDate,pSellVarMargin,pBuyVarMargin,pInstrumentInfo,pRemarksText,pSegment,pNav,pNavDate,pMfAmt,pSipSecurity,pFaceValue,pTrdUnits,pExerciseStartDate,pExerciseEndDate,pElmMargin,pVarMargin,pTotProposedLimitValue,pScripBasePrice,pSettlementType,pCurrectionTime,iPermittedToTrade,iBoardLotQty ,iMaxOrderSize ,iLotSize,dOpenInterest ,dHighPriceRange ,dLowPriceRange ,dPriceNum   ,dGenDen,dGenNum,dPriceQuatation ,dIssuerate ,dPriceDen,dWarningQty ,dIssueCapital ,dExposureMargin ,dMinRedemptionQty ,lFreezeQty
829158,,bse_fo,SO,GMRAIRPORT,GMRAIRPORT26AUG94PE,PE,GMRAIRPORT27AUG2694.00PE,,532754,,,GMRAIRPORT26AUG94PE,,,5,6975,1787855399,1,2,9400,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,6975,0,2065,5,1,1,1,0,0,1,0,-1,1,0,675000
829163,,bse_fo,SO,INOXWIND,INOXWIND26AUG89CE,CE,INOXWIND27AUG2689.00CE,,539083,,,INOXWIND26AUG89CE,,,5,6400,1787855399,1,2,8900,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,6400,0,655,5,1,1,1,0,0,1,0,-1,1,0,100000000
829167,,bse_fo,SO,ABB,ABB26AUG7500PE,PE,ABB27AUG267500.00PE,,500002,,,ABB26AUG7500PE,,,5,125,1787855399,1,2,750000,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,125,0,111665,35500,1,1,1,0,0,1,0,-1,1,0,7500
829174,,bse_fo,SO,MANAPPURAM,MANAPPURAM26AUG330CE,CE,MANAPPURAM27AUG26330.00CE,,531213,,,MANAPPURAM26AUG330CE,,,5,3000,1787855399,1,2,33000,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,3000,0,4300,255,1,1,1,0,0,1,0,-1,1,0,180000
829175,,bse_fo,SO,ADANIPORTS,ADANIPORTS26AUG1960PE,PE,ADANIPORTS27AUG261960.00PE,,532921,,,ADANIPORTS26AUG1960PE,,,5,475,1787855399,1,2,196000,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,475,0,27445,8205,1,1,1,0,0,1,0,-1,1,0,32000
829177,,bse_fo,SO,JSWENERGY,JSWENERGY26AUG635PE,PE,JSWENERGY27AUG26635.00PE,,533148,,,JSWENERGY26AUG635PE,,,5,1075,1787855399,1,2,63500,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,1075,0,13895,6135,1,1,1,0,0,1,0,-1,1,0,100000000
829187,,bse_fo,SO,IRFC,IRFC26AUG92CE,CE,IRFC27AUG2692.00CE,,543257,,,IRFC26AUG92CE,,,5,5425,1787855399,1,2,9200,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,5425,0,2240,5,1,1,1,0,0,1,0,-1,1,0,100000000
829190,,bse_fo,SO,MUTHOOTFIN,MUTHOOTFIN26AUG3400CE,CE,MUTHOOTFIN27AUG263400.00CE,,533398,,,MUTHOOTFIN26AUG3400CE,,,5,275,1787855399,1,2,340000,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,275,0,14390,5,1,1,1,0,0,1,0,-1,1,0,22000
829251,,bse_fo,SO,INOXWIND,INOXWIND26AUG102CE,CE,INOXWIND27AUG26102.00CE,,539083,,,INOXWIND26AUG102CE,,,5,6400,1787855399,1,2,10200,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,6400,0,360,5,1,1,1,0,0,1,0,-1,1,0,100000000
829271,,bse_fo,SO,APOLLOHOSP,APOLLOHOSP26AUG8500CE,CE,APOLLOHOSP27AUG268500.00CE,,508869,,,APOLLOHOSP26AUG8500CE,,,5,125,1787855399,1,2,850000,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,125,0,83905,17885,1,1,1,0,0,1,0,-1,1,0,5000
829278,,bse_fo,SO,MOTILALOFS,MOTILALOFS26AUG940CE,CE,MOTILALOFS27AUG26940.00CE,,532892,,,MOTILALOFS26AUG940CE,,,5,775,1787855399,1,2,94000,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,775,0,12325,595,1,1,1,0,0,1,0,-1,1,0,100000000
829306,,bse_fo,SO,PERSISTENT,PERSISTENT26AUG5450PE,PE,PERSISTENT27AUG265450.00PE,,533179,,,PERSISTENT26AUG5450PE,,,5,125,1787855399,1,2,545000,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,125,0,98420,33615,1,1,1,0,0,1,0,-1,1,0,5250
829308,,bse_fo,IO,BANKEX,BANKEX26AUG65800PE,PE,BANKEX27AUG2665800.00PE,,12,,,BANKEX26AUG65800PE,,,5,30,1787855399,1,2,6.58e+06,BSE,IO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Cash,,0,1,0.00,30,0,287285,53750,1,1,1,0,0,1,0,-1,1,0,900
829310,,bse_fo,SO,SUZLON,SUZLON26AUG55PE,PE,SUZLON27AUG2655.00PE,,532667,,,SUZLON26AUG55PE,,,5,12700,1787855399,1,2,5500,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,12700,0,2345,5,1,1,1,0,0,1,0,-1,1,0,100000000
829321,,bse_fo,IO,SENSEX,SENSEX2671676800PE,PE,SENSEX16JUL2676800.00PE,,1,,,SENSEX2671676800PE,,,5,20,1784226599,1,2,7.68e+06,BSE,IO,1784226599,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1784160000,1784160000,,,,,Cash,,0,1,0.00,20,155620,189980,5,1,1,1,0,0,1,0,-1,1,0,1000
829322,,bse_fo,IO,SENSEX,SENSEX26AUG73500CE,CE,SENSEX27AUG2673500.00CE,,1,,,SENSEX26AUG73500CE,,,5,20,1787855399,1,2,7.35e+06,BSE,IO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Cash,,0,1,0.00,20,0,632260,177010,1,1,1,0,0,1,0,-1,1,0,1000
829343,,bse_fo,SO,BRITANNIA,BRITANNIA26AUG5450PE,PE,BRITANNIA27AUG265450.00PE,,500825,,,BRITANNIA26AUG5450PE,,,5,125,1787855399,1,2,545000,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,125,0,32590,5110,1,1,1,0,0,1,0,-1,1,0,6000
829363,,bse_fo,IO,BANKEX,BANKEX26AUG64200CE,CE,BANKEX27AUG2664200.00CE,,12,,,BANKEX26AUG64200CE,,,5,30,1787855399,1,2,6.42e+06,BSE,IO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Cash,,0,1,0.00,30,0,352225,48225,1,1,1,0,0,1,0,-1,1,0,900
829375,,bse_fo,SO,BHEL,BHEL26AUG410PE,PE,BHEL27AUG26410.00PE,,500103,,,BHEL26AUG410PE,,,5,2625,1787855399,1,2,41000,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,2625,0,6080,1500,1,1,1,0,0,1,0,-1,1,0,315000
829376,,bse_fo,SO,GMRAIRPORT,GMRAIRPORT26AUG99PE,PE,GMRAIRPORT27AUG2699.00PE,,532754,,,GMRAIRPORT26AUG99PE,,,5,6975,1787855399,1,2,9900,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,6975,0,2140,5,1,1,1,0,0,1,0,-1,1,0,675000
829383,,bse_fo,SO,BEL,BEL26AUG395CE,CE,BEL27AUG26395.00CE,,500049,,,BEL26AUG395CE,,,5,1425,1787855399,1,2,39500,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,1425,0,4780,570,1,1,1,0,0,1,0,-1,1,0,228000
829387,,bse_fo,SO,NHPC,NHPC26AUG77PE,PE,NHPC27AUG2677.00PE,,533098,,,NHPC26AUG77PE,,,5,6950,1787855399,1,2,7700,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,6950,0,2280,5,1,1,1,0,0,1,0,-1,1,0,100000000
829403,,bse_fo,SO,CIPLA,CIPLA26AUG1390PE,PE,CIPLA27AUG261390.00PE,,500087,,,CIPLA26AUG1390PE,,,5,425,1787855399,1,2,139000,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,425,0,4900,5,1,1,1,0,0,1,0,-1,1,0,26000
829433,,bse_fo,SO,IDEA,IDEA26AUG14PE,PE,IDEA27AUG2614.00PE,,532822,,,IDEA26AUG14PE,,,5,71475,1787855399,1,2,1400,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,71475,0,2075,5,1,1,1,0,0,1,0,-1,1,0,2400000
829439,,bse_fo,SO,IDEA,IDEA26AUG10CE,CE,IDEA27AUG2610.00CE,,532822,,,IDEA26AUG10CE,,,5,71475,1787855399,1,2,1000,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,71475,0,2415,5,1,1,1,0,0,1,0,-1,1,0,2400000
829453,,bse_fo,SO,PFC,PFC26AUG405PE,PE,PFC27AUG26405.00PE,,532810,,,PFC26AUG405PE,,,5,1300,1787855399,1,2,40500,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,1300,0,4155,155,1,1,1,0,0,1,0,-1,1,0,124000
829455,,bse_fo,SO,WIPRO,WIPRO26AUG205PE,PE,WIPRO27AUG26205.00PE,,507685,,,WIPRO26AUG205PE,,,5,3000,1787855399,1,2,20500,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,3000,0,5140,1140,1,1,1,0,0,1,0,-1,1,0,60000
830008,,bse_fo,SO,OIL,OIL26AUG490CE,CE,OIL27AUG26490.00CE,,533106,,,OIL26AUG490CE,,,5,1400,1787855399,1,2,49000,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,1400,0,2685,5,1,1,1,0,0,1,0,-1,1,0,100000000
830024,,bse_fo,SO,HEROMOTOCO,HEROMOTOCO26AUG4850PE,PE,HEROMOTOCO27AUG264850.00PE,,500182,,,HEROMOTOCO26AUG4850PE,,,5,150,1787855399,1,2,485000,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,150,0,28060,2015,1,1,1,0,0,1,0,-1,1,0,9000
830034,,bse_fo,SO,TCS,TCS26AUG2340PE,PE,TCS27AUG262340.00PE,,532540,,,TCS26AUG2340PE,,,5,225,1787855399,1,2,234000,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,225,0,39725,16945,1,1,1,0,0,1,0,-1,1,0,7000
830035,,bse_fo,SO,LT,LT26AUG4040PE,PE,LT27AUG264040.00PE,,500510,,,LT26AUG4040PE,,,5,175,1787855399,1,2,404000,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,175,0,37110,7830,1,1,1,0,0,1,0,-1,1,0,12000
830037,,bse_fo,SO,BDL,BDL26AUG1340CE,CE,BDL27AUG261340.00CE,,541143,,,BDL26AUG1340CE,,,5,425,1787855399,1,2,134000,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,425,0,15585,395,1,1,1,0,0,1,0,-1,1,0,100000000
830048,,bse_fo,SO,SUZLON,SUZLON26AUG56CE,CE,SUZLON27AUG2656.00CE,,532667,,,SUZLON26AUG56CE,,,5,12700,1787855399,1,2,5600,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,12700,0,2240,5,1,1,1,0,0,1,0,-1,1,0,100000000
830050,,bse_fo,SO,ABCAPITAL,ABCAPITAL26AUG330PE,PE,ABCAPITAL27AUG26330.00PE,,540691,,,ABCAPITAL26AUG330PE,,,5,3100,1787855399,1,2,33000,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,3100,0,2245,5,1,1,1,0,0,1,0,-1,1,0,162000
830064,,bse_fo,SO,INDUSINDBK,INDUSINDBK26AUG890CE,CE,INDUSINDBK27AUG26890.00CE,,532187,,,INDUSINDBK26AUG890CE,,,5,700,1787855399,1,2,89000,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,700,0,21590,6495,1,1,1,0,0,1,0,-1,1,0,20000
830075,,bse_fo,SO,AUROPHARMA,AUROPHARMA26AUG1420CE,CE,AUROPHARMA27AUG261420.00CE,,524804,,,AUROPHARMA26AUG1420CE,,,5,550,1787855399,1,2,142000,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,550,0,28260,9180,1,1,1,0,0,1,0,-1,1,0,44000
830077,,bse_fo,SO,MAXHEALTH,MAXHEALTH26AUG980CE,CE,MAXHEALTH27AUG26980.00CE,,543220,,,MAXHEALTH26AUG980CE,,,5,525,1787855399,1,2,98000,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,525,0,20755,6485,1,1,1,0,0,1,0,-1,1,0,100000000
830085,,bse_fo,IO,SENSEX,SENSEX26AUG78200CE,CE,SENSEX27AUG2678200.00CE,,1,,,SENSEX26AUG78200CE,,,5,20,1787855399,1,2,7.82e+06,BSE,IO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Cash,,0,1,0.00,20,0,238920,5,1,1,1,0,0,1,0,-1,1,0,1000
830086,,bse_fo,SO,DALBHARAT,DALBHARAT26AUG1780CE,CE,DALBHARAT27AUG261780.00CE,,542216,,,DALBHARAT26AUG1780CE,,,5,325,1787855399,1,2,178000,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,325,0,12510,5,1,1,1,0,0,1,0,-1,1,0,15000
830089,,bse_fo,SO,ALKEM,ALKEM26AUG5400PE,PE,ALKEM27AUG265400.00PE,,539523,,,ALKEM26AUG5400PE,,,5,125,1787855399,1,2,540000,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,125,0,17225,5,1,1,1,0,0,1,0,-1,1,0,8000
830095,,bse_fo,SO,MFSL,MFSL26AUG1680PE,PE,MFSL27AUG261680.00PE,,500271,,,MFSL26AUG1680PE,,,5,400,1787855399,1,2,168000,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,400,0,18905,5110,1,1,1,0,0,1,0,-1,1,0,32000
830097,,bse_fo,SO,MANKIND,MANKIND26AUG2420CE,CE,MANKIND27AUG262420.00CE,,543904,,,MANKIND26AUG2420CE,,,5,250,1787855399,1,2,242000,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,250,0,30370,5390,1,1,1,0,0,1,0,-1,1,0,100000000
830138,,bse_fo,SO,LICHSGFIN,LICHSGFIN26AUG590CE,CE,LICHSGFIN27AUG26590.00CE,,500253,,,LICHSGFIN26AUG590CE,,,5,1000,1787855399,1,2,59000,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,1000,0,3010,5,1,1,1,0,0,1,0,-1,1,0,60000
830147,,bse_fo,SO,ABCAPITAL,ABCAPITAL26AUG400PE,PE,ABCAPITAL27AUG26400.00PE,,540691,,,ABCAPITAL26AUG400PE,,,5,3100,1787855399,1,2,40000,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,3100,0,3715,5,1,1,1,0,0,1,0,-1,1,0,162000
830153,,bse_fo,SO,HINDUNILVR,HINDUNILVR26AUG2280CE,CE,HINDUNILVR27AUG262280.00CE,,500696,,,HINDUNILVR26AUG2280CE,,,5,300,1787855399,1,2,228000,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,300,0,5905,5,1,1,1,0,0,1,0,-1,1,0,9000
830154,,bse_fo,SO,INFY,INFY26AUG1115PE,PE,INFY27AUG261115.00PE,,500209,,,INFY26AUG1115PE,,,5,400,1787855399,1,2,111500,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,400,0,12905,3210,1,1,1,0,0,1,0,-1,1,0,16000
830168,,bse_fo,SO,NAUKRI,NAUKRI26AUG1010PE,PE,NAUKRI27AUG261010.00PE,,532777,,,NAUKRI26AUG1010PE,,,5,550,1787855399,1,2,101000,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,550,0,1195,5,1,1,1,0,0,1,0,-1,1,0,6000
830171,,bse_fo,SO,JUBLFOOD,JUBLFOOD26AUG410CE,CE,JUBLFOOD27AUG26410.00CE,,533155,,,JUBLFOOD26AUG410CE,,,5,1250,1787855399,1,2,41000,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,1250,0,5720,900,1,1,1,0,0,1,0,-1,1,0,50000
830173,,bse_fo,SO,BAJAJFINSV,BAJAJFINSV26AUG1820CE,CE,BAJAJFINSV27AUG261820.00CE,,532978,,,BAJAJFINSV26AUG1820CE,,,5,300,1787855399,1,2,182000,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,300,0,20280,3725,1,1,1,0,0,1,0,-1,1,0,20000
830181,,bse_fo,SO,PGEL,PGEL26AUG450PE,PE,PGEL27AUG26450.00PE,,533581,,,PGEL26AUG450PE,,,5,950,1787855399,1,2,45000,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,950,0,2640,5,1,1,1,0,0,1,0,-1,1,0,100000000
830184,,bse_fo,SO,EICHERMOT,EICHERMOT26AUG7100CE,CE,EICHERMOT27AUG267100.00CE,,505200,,,EICHERMOT26AUG7100CE,,,5,100,1787855399,1,2,710000,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,100,0,82705,12635,1,1,1,0,0,1,0,-1,1,0,7000
830191,,bse_fo,IO,FOCIT,FOCIT26AUG42000PE,PE,FOCIT27AUG2642000.00PE,,75,,,FOCIT26AUG42000PE,,,5,45,1787855399,1,2,4.2e+06,BSE,IO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Cash,,0,1,0.00,45,0,960420,720710,1,1,1,0,0,1,0,-1,1,0,1350
830192,,bse_fo,SO,MAXHEALTH,MAXHEALTH26AUG1010CE,CE,MAXHEALTH27AUG261010.00CE,,543220,,,MAXHEALTH26AUG1010CE,,,5,525,1787855399,1,2,101000,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,525,0,17820,4540,1,1,1,0,0,1,0,-1,1,0,100000000
830204,,bse_fo,SO,IEX,IEX26AUG125PE,PE,IEX27AUG26125.00PE,,540750,,,IEX26AUG125PE,,,5,4350,1787855399,1,2,12500,BSE,SO,1787855399,,,,,,,,,,,,,,,,,,,,,,FO,,,,,,,1787788800,1787788800,,,,,Physical,,0,1,0.00,4350,0,3170,5,1,1,1,0,0,1,0,-1,1,0,150000
